order_id,order_date,customer_type,gender,product_category,product_name,unit_price,quantity,tax_rate,total_price,payment_method,city,price_check,year,month,day,day_of_week,year_month,is_weekend,subtotal,tax_amount
1068,2025-09-16,普通,男,饮料,绿茶,5.53,11,0.05,63.87,支付宝,广州,0.0015000000000142677,2025,9,16,1,2025-09,0,60.83,3.039999999999992
1069,2025-05-20,普通,女,生鲜,苹果,11.65,8,0.05,97.86,支付宝,上海,1.4210854715202004e-14,2025,5,20,1,2025-05,0,93.2,4.659999999999997
1070,2024-06-22,会员,男,日用品,洗洁精,17.24,2,0.05,36.2,支付宝,深圳,0.003999999999997783,2024,6,22,5,2024-06,1,34.48,1.720000000000006
1071,2025-11-18,普通,男,食品,巧克力,19.64,7,0.05,144.35,支付宝,广州,0.004000000000019099,2025,11,18,1,2025-11,0,137.48,6.869999999999976
1072,2025-06-17,普通,男,日用品,牙膏,13.29,3,0.05,41.86,现金,上海,0.003500000000002501,2025,6,17,1,2025-06,0,39.87,1.990000000000002
1073,2025-12-26,会员,女,生鲜,牛肉,66.16,7,0.05,486.28,微信,上海,0.003999999999962256,2025,12,26,4,2025-12,0,463.12,23.159999999999968
1074,2025-10-23,会员,男,食品,可乐,4.59,14,0.05,67.47,信用卡,深圳,0.0030000000000001137,2025,10,23,3,2025-10,0,64.26,3.210000000000008
1075,2024-03-17,普通,女,日用品,洗洁精,17.46,1,0.05,18.33,信用卡,北京,0.0030000000000036664,2024,3,17,6,2024-03,1,17.46,0.8699999999999974
1076,2025-05-11,会员,女,饮料,绿茶,5.83,12,0.05,73.46,现金,上海,0.001999999999981128,2025,5,11,6,2025-05,1,69.96,3.499999999999986
1077,2024-06-15,普通,女,生鲜,香蕉,7.96,2,0.05,16.72,信用卡,上海,0.003999999999997783,2024,6,15,5,2024-06,1,15.92,0.7999999999999989
1078,2024-11-13,普通,女,生鲜,牛肉,68.6,1,0.05,72.03,信用卡,深圳,0.0,2024,11,13,2,2024-11,0,68.6,3.430000000000007
1079,2025-07-11,普通,女,饮料,咖啡,17.52,12,0.05,220.75,微信,广州,0.0020000000000095497,2025,7,11,4,2025-07,0,210.24,10.509999999999991
1080,2024-05-22,会员,女,生鲜,西瓜,16.74,1,0.05,17.58,信用卡,上海,0.0030000000000001137,2024,5,22,2,2024-05,0,16.74,0.8399999999999999
1081,2024-04-25,普通,男,日用品,毛巾,13.28,5,0.05,69.72,信用卡,广州,0.0,2024,4,25,3,2024-04,0,66.4,3.3200000000000074
1082,2024-08-24,普通,女,日用品,牙刷,11.07,4,0.05,46.49,现金,北京,0.003999999999997783,2024,8,24,5,2024-08,1,44.28,2.210000000000001
1083,2025-08-25,普通,女,日用品,洗衣液,36.48,5,0.05,191.52,微信,广州,2.842170943040401e-14,2025,8,25,0,2025-08,0,182.4,9.120000000000033
1084,2024-04-29,普通,男,食品,饼干,7.45,8,0.05,62.58,微信,北京,7.105427357601002e-15,2024,4,29,0,2024-04,0,59.6,2.979999999999997
1085,2025-10-02,会员,女,食品,饼干,6.12,14,0.05,89.96,现金,上海,0.004000000000019099,2025,10,2,3,2025-10,0,85.68,4.279999999999987
1086,2025-05-02,会员,女,日用品,洗发水,38.59,2,0.05,81.04,微信,上海,0.000999999999990564,2025,5,2,4,2025-05,0,77.18,3.8599999999999994
1087,2024-11-20,普通,女,饮料,绿茶,5.19,14,0.05,76.29,现金,深圳,0.0030000000000143245,2024,11,20,2,2024-11,0,72.66,3.6299999999999955
1088,2024-04-23,会员,女,食品,果冻,5.38,14,0.05,79.09,支付宝,广州,0.0040000000000048885,2024,4,23,1,2024-04,0,75.32,3.7700000000000102
1089,2024-03-25,普通,女,饮料,咖啡,15.15,2,0.05,31.82,支付宝,上海,0.004999999999999005,2024,3,25,0,2024-03,0,30.3,1.5199999999999996
1090,2025-05-17,会员,女,日用品,洗发水,39.5,4,0.05,165.9,支付宝,深圳,0.0,2025,5,17,5,2025-05,1,158.0,7.900000000000006
1091,2025-11-26,普通,男,日用品,香皂,11.59,5,0.05,60.85,微信,北京,0.0024999999999977263,2025,11,26,2,2025-11,0,57.95,2.8999999999999986
1092,2025-12-23,会员,男,饮料,果汁,11.66,15,0.05,183.65,微信,深圳,0.0049999999999954525,2025,12,23,1,2025-12,0,174.9,8.75
1093,2025-06-02,会员,男,生鲜,牛肉,77.1,5,0.05,404.78,支付宝,广州,0.004999999999938609,2025,6,2,0,2025-06,0,385.5,19.279999999999973
1094,2025-03-05,普通,女,日用品,香皂,12.51,4,0.05,52.54,信用卡,广州,0.0020000000000024443,2025,3,5,2,2025-03,0,50.04,2.5
1095,2024-05-17,会员,女,生鲜,香蕉,5.32,5,0.05,27.93,支付宝,上海,3.552713678800501e-15,2024,5,17,4,2024-05,0,26.6,1.3299999999999983
1096,2025-08-28,会员,男,生鲜,鱼肉,36.33,7,0.05,267.03,支付宝,北京,0.0044999999999504325,2025,8,28,3,2025-08,0,254.31,12.71999999999997
1097,2025-09-10,会员,男,饮料,雪碧,3.48,30,0.05,109.62,信用卡,北京,0.0,2025,9,10,2,2025-09,0,104.4,5.219999999999999
1098,2025-01-29,普通,男,生鲜,香蕉,5.17,7,0.05,38.0,现金,上海,0.0005000000000023874,2025,1,29,2,2025-01,0,36.19,1.8100000000000023
1099,2025-12-10,会员,男,日用品,洗衣液,35.31,3,0.05,111.23,信用卡,深圳,0.0034999999999882903,2025,12,10,2,2025-12,0,105.93,5.299999999999997
1100,2025-08-10,普通,女,饮料,奶茶,11.84,2,0.05,24.86,微信,深圳,0.004000000000001336,2025,8,10,6,2025-08,1,23.68,1.1799999999999997
1101,2025-11-30,会员,女,生鲜,葡萄,20.24,4,0.05,85.01,微信,北京,0.0020000000000095497,2025,11,30,6,2025-11,1,80.96,4.050000000000011
1102,2025-04-18,会员,男,饮料,可乐,4.76,13,0.05,64.97,现金,北京,0.0040000000000048885,2025,4,18,4,2025-04,0,61.88,3.0900000000000034
1103,2025-08-02,普通,男,食品,酸奶,6.56,7,0.05,48.22,信用卡,广州,0.0040000000000048885,2025,8,2,5,2025-08,1,45.92,2.3000000000000043
1104,2024-07-10,会员,男,饮料,咖啡,13.66,5,0.05,71.72,微信,北京,0.0049999999999954525,2024,7,10,2,2024-07,0,68.3,3.4200000000000017
1105,2025-02-10,普通,男,食品,方便面,5.71,12,0.05,71.95,信用卡,上海,0.0040000000000048885,2025,2,10,0,2025-02,0,68.52,3.430000000000007
1106,2025-11-17,会员,女,日用品,洗洁精,15.03,1,0.05,15.78,支付宝,上海,0.0015000000000000568,2025,11,17,0,2025-11,0,15.03,0.75
1107,2025-01-26,会员,女,食品,火腿肠,4.7,12,0.05,59.22,现金,广州,7.105427357601002e-15,2025,1,26,6,2025-01,1,56.4,2.819999999999993
1108,2024-09-30,会员,女,食品,面包,7.34,4,0.05,30.83,信用卡,北京,0.0019999999999988916,2024,9,30,0,2024-09,0,29.36,1.4699999999999989
1109,2025-01-08,会员,男,生鲜,西瓜,18.69,5,0.05,98.12,微信,北京,0.0024999999999977263,2025,1,8,2,2025-01,0,93.45,4.670000000000002
1110,2025-04-06,会员,女,食品,火腿肠,4.45,9,0.05,42.05,信用卡,深圳,0.002500000000011937,2025,4,6,6,2025-04,1,40.05,1.999999999999993
1111,2024-03-26,普通,男,生鲜,猪肉,33.25,2,0.05,69.83,微信,北京,0.0049999999999954525,2024,3,26,1,2024-03,0,66.5,3.3299999999999983
1112,2025-05-27,普通,女,生鲜,鱼肉,34.57,5,0.05,181.49,现金,北京,0.0024999999999977263,2025,5,27,1,2025-05,0,172.85,8.640000000000015
1113,2024-03-08,普通,男,日用品,洗发水,40.37,3,0.05,127.17,现金,上海,0.004500000000007276,2024,3,8,4,2024-03,0,121.11,6.0600000000000165
1114,2024-03-17,普通,女,生鲜,西瓜,18.92,8,0.05,158.93,支付宝,北京,0.001999999999981128,2024,3,17,6,2024-03,1,151.36,7.569999999999993
1115,2025-07-08,会员,男,日用品,洗衣液,34.56,4,0.05,145.15,现金,深圳,0.0020000000000095497,2025,7,8,1,2025-07,0,138.24,6.909999999999997
1116,2025-06-18,普通,女,日用品,毛巾,10.24,1,0.05,10.75,支付宝,上海,0.002000000000000668,2025,6,18,2,2025-06,0,10.24,0.5099999999999998
1117,2025-08-19,会员,男,生鲜,猪肉,25.27,4,0.05,106.13,支付宝,北京,0.0040000000000048885,2025,8,19,1,2025-08,0,101.08,5.049999999999997
1118,2025-03-19,普通,男,饮料,果汁,10.48,2,0.05,22.01,信用卡,广州,0.0019999999999988916,2025,3,19,2,2025-03,0,20.96,1.0500000000000007
1119,2024-06-30,普通,男,食品,方便面,4.3,6,0.05,27.09,支付宝,广州,0.0,2024,6,30,6,2024-06,1,25.8,1.2900000000000027
1120,2025-07-19,会员,男,生鲜,西瓜,19.56,3,0.05,61.61,微信,深圳,0.003999999999997783,2025,7,19,5,2025-07,1,58.68,2.930000000000007
1121,2025-12-04,普通,男,生鲜,鱼肉,31.24,5,0.05,164.01,现金,深圳,0.0,2025,12,4,3,2025-12,0,156.2,7.810000000000002
1122,2024-07-14,普通,男,生鲜,西瓜,23.55,8,0.05,197.82,信用卡,深圳,2.842170943040401e-14,2024,7,14,6,2024-07,1,188.4,9.419999999999987
1123,2025-10-27,会员,男,饮料,雪碧,4.8,19,0.05,95.76,现金,北京,0.0,2025,10,27,0,2025-10,0,91.2,4.560000000000002
1124,2025-12-27,普通,女,饮料,奶茶,10.16,2,0.05,21.34,支付宝,北京,0.003999999999997783,2025,12,27,5,2025-12,1,20.32,1.0199999999999996
1125,2025-05-28,普通,女,饮料,绿茶,4.1,13,0.05,55.96,支付宝,北京,0.0049999999999954525,2025,5,28,2,2025-05,0,53.3,2.6600000000000037
1126,2025-05-08,会员,女,日用品,洗洁精,16.19,4,0.05,68.0,信用卡,上海,0.001999999999995339,2025,5,8,3,2025-05,0,64.76,3.239999999999995
1127,2025-10-17,会员,男,生鲜,苹果,8.96,1,0.05,9.41,微信,上海,0.0019999999999988916,2025,10,17,4,2025-10,0,8.96,0.4499999999999993
1128,2024-03-07,普通,女,食品,蛋糕,39.64,6,0.05,249.73,现金,广州,0.0020000000000379714,2024,3,7,3,2024-03,0,237.84,11.889999999999986
1129,2025-04-18,会员,男,食品,饼干,7.16,10,0.05,75.18,微信,广州,1.4210854715202004e-14,2025,4,18,4,2025-04,0,71.6,3.5800000000000125
1130,2024-03-07,会员,男,日用品,洗发水,46.37,5,0.05,243.44,微信,上海,0.0024999999999977263,2024,3,7,3,2024-03,0,231.85,11.590000000000003
1131,2024-04-17,会员,男,日用品,香皂,10.78,5,0.05,56.59,微信,深圳,0.0049999999999954525,2024,4,17,2,2024-04,0,53.9,2.690000000000005
1132,2025-11-23,会员,女,饮料,雪碧,3.15,12,0.05,39.69,支付宝,北京,0.0,2025,11,23,6,2025-11,1,37.8,1.8900000000000006
1133,2025-10-24,普通,女,日用品,洗洁精,15.1,2,0.05,31.71,信用卡,广州,0.0,2025,10,24,4,2025-10,0,30.2,1.5100000000000016
1134,2025-12-13,会员,女,生鲜,鸡蛋,12.86,6,0.05,81.02,现金,北京,0.001999999999995339,2025,12,13,5,2025-12,1,77.16,3.8599999999999994
1135,2025-08-06,会员,男,饮料,绿茶,5.55,2,0.05,11.65,支付宝,广州,0.004999999999999005,2025,8,6,2,2025-08,0,11.1,0.5500000000000007
1136,2024-04-06,会员,男,食品,薯片,7.43,8,0.05,62.41,信用卡,广州,0.0020000000000024443,2024,4,6,5,2024-04,1,59.44,2.969999999999999
1137,2024-02-19,普通,女,日用品,沐浴露,42.52,3,0.05,133.94,信用卡,深圳,0.001999999999981128,2024,2,19,0,2024-02,0,127.56,6.3799999999999955
1138,2024-10-27,会员,女,生鲜,西瓜,20.42,1,0.05,21.44,微信,上海,0.0010000000000012221,2024,10,27,6,2024-10,1,20.42,1.0199999999999996
1139,2025-03-30,会员,女,生鲜,橙子,13.8,6,0.05,86.94,现金,北京,1.4210854715202004e-14,2025,3,30,6,2025-03,1,82.8,4.139999999999986
1140,2024-05-03,普通,男,食品,果冻,6.94,9,0.05,65.58,现金,广州,0.0030000000000001137,2024,5,3,4,2024-05,0,62.46,3.1199999999999974
1141,2025-07-16,会员,男,生鲜,香蕉,6.01,6,0.05,37.86,支付宝,广州,0.003000000000007219,2025,7,16,2,2025-07,0,36.06,1.7999999999999972
1142,2025-12-24,会员,男,日用品,沐浴露,39.44,5,0.05,207.06,微信,广州,0.0,2025,12,24,2,2025-12,0,197.2,9.860000000000014
1143,2024-05-12,会员,女,日用品,洗衣液,41.86,5,0.05,219.77,支付宝,北京,0.0049999999999954525,2024,5,12,6,2024-05,1,209.3,10.469999999999999
1144,2025-03-16,会员,女,生鲜,苹果,8.07,7,0.05,59.31,信用卡,上海,0.0045000000000001705,2025,3,16,6,2025-03,1,56.49,2.8200000000000003
1145,2024-02-15,普通,女,食品,豆奶,4.52,2,0.05,9.49,支付宝,上海,0.0019999999999988916,2024,2,15,3,2024-02,0,9.04,0.45000000000000107
1146,2024-10-30,普通,男,饮料,矿泉水,2.71,16,0.05,45.53,现金,广州,0.0020000000000024443,2024,10,30,2,2024-10,0,43.36,2.1700000000000017
1147,2024-11-18,会员,女,食品,坚果,25.41,5,0.05,133.4,现金,上海,0.0024999999999977263,2024,11,18,0,2024-11,0,127.05,6.3500000000000085
1148,2025-03-30,普通,男,饮料,咖啡,18.42,14,0.05,270.77,现金,广州,0.004000000000019099,2025,3,30,6,2025-03,1,257.88,12.889999999999986
1149,2024-11-02,普通,女,饮料,果汁,8.73,13,0.05,119.16,支付宝,深圳,0.004500000000021487,2024,11,2,5,2024-11,1,113.49,5.6699999999999875
1150,2025-08-29,普通,男,日用品,洗洁精,21.95,5,0.05,115.24,现金,上海,0.0024999999999835154,2025,8,29,4,2025-08,0,109.75,5.489999999999995
1151,2025-12-03,普通,男,生鲜,橙子,10.86,5,0.05,57.02,现金,上海,0.005000000000002558,2025,12,3,2,2025-12,0,54.3,2.720000000000006
1152,2025-06-28,普通,男,食品,面包,9.65,15,0.05,151.99,现金,广州,0.0024999999999977263,2025,6,28,5,2025-06,1,144.75,7.240000000000009
1153,2024-11-12,普通,女,日用品,香皂,12.84,2,0.05,26.96,支付宝,深圳,0.004000000000001336,2024,11,12,1,2024-11,0,25.68,1.2800000000000011
1154,2025-12-28,普通,女,食品,方便面,4.78,12,0.05,60.23,信用卡,北京,0.001999999999995339,2025,12,28,6,2025-12,1,57.36,2.8699999999999974
1155,2025-12-16,普通,女,生鲜,苹果,7.51,2,0.05,15.77,现金,北京,0.0010000000000012221,2025,12,16,1,2025-12,0,15.02,0.75
1156,2025-12-22,会员,男,食品,果冻,7.18,4,0.05,30.16,信用卡,上海,0.004000000000001336,2025,12,22,0,2025-12,0,28.72,1.4400000000000013
1157,2024-03-30,普通,男,饮料,红茶,5.56,8,0.05,46.7,微信,上海,0.003999999999997783,2024,3,30,5,2024-03,1,44.48,2.220000000000006
1158,2025-02-09,会员,男,日用品,香皂,10.97,1,0.05,11.52,微信,北京,0.0014999999999982805,2025,2,9,6,2025-02,1,10.97,0.5499999999999989
1159,2025-05-16,会员,男,日用品,沐浴露,43.47,4,0.05,182.57,微信,北京,0.004000000000019099,2025,5,16,4,2025-05,0,173.88,8.689999999999998
1160,2025-05-04,会员,女,食品,有机牛奶,10.46,5,0.05,54.92,信用卡,广州,0.0049999999999954525,2025,5,4,6,2025-05,1,52.3,2.6199999999999974
1161,2024-07-09,会员,女,饮料,红茶,4.37,8,0.05,36.71,现金,上海,0.001999999999995339,2024,7,9,1,2024-07,0,34.96,1.75
1162,2024-12-06,普通,男,饮料,奶茶,10.25,13,0.05,139.91,信用卡,上海,0.0024999999999977263,2024,12,6,4,2024-12,0,133.25,6.659999999999997
1163,2024-07-05,普通,女,饮料,雪碧,3.62,18,0.05,68.42,微信,广州,0.001999999999995339,2024,7,5,4,2024-07,0,65.16,3.260000000000005
1164,2024-07-12,会员,男,食品,果冻,7.84,3,0.05,24.7,现金,广州,0.003999999999997783,2024,7,12,4,2024-07,0,23.52,1.1799999999999997
1165,2025-11-18,会员,女,日用品,洗衣液,31.34,1,0.05,32.91,支付宝,深圳,0.0029999999999930083,2025,11,18,1,2025-11,0,31.34,1.5699999999999967
1166,2025-01-16,会员,男,生鲜,鸡蛋,16.51,4,0.05,69.34,信用卡,北京,0.0020000000000095497,2025,1,16,3,2025-01,0,66.04,3.299999999999997
1167,2024-04-18,会员,男,日用品,洗洁精,16.17,2,0.05,33.96,现金,上海,0.0029999999999930083,2024,4,18,3,2024-04,0,32.34,1.6199999999999974
1168,2025-07-04,会员,女,日用品,毛巾,14.06,5,0.05,73.81,信用卡,广州,0.0049999999999954525,2025,7,4,4,2025-07,0,70.3,3.510000000000005
1169,2024-07-23,普通,女,食品,麦片,29.76,15,0.05,468.72,信用卡,上海,0.0,2024,7,23,1,2024-07,0,446.4,22.319999999999993
1170,2025-09-15,会员,男,日用品,牙刷,9.11,3,0.05,28.7,支付宝,北京,0.0034999999999989484,2025,9,15,0,2025-09,0,27.33,1.370000000000001
1171,2024-03-12,普通,女,日用品,纸巾,27.9,7,0.05,205.06,支付宝,北京,0.0049999999999954525,2024,3,12,1,2024-03,0,195.3,9.76000000000002
